"YieldM","Yieldsd","Id","PLANTED","HARVESTED","POPULATION","PC","ROWWIDTH","Soil","TILLAGE","HERBICIDE","FUNGICIDE","INSECTICIDE","Latitude","Longitude","Family","State","pYear"
65.83,2.17,"43544",2016-05-06,2016-09-30,155000,NA,NA," Silty Clay Loam",NA," 2 Pt. Dual, 18 Oz Flexstar, 6 Oz",NA,NA,41.6113033130589,-93.0957412719727,"Soybean"," IA",2016
82.23,4.64,"43398",2016-05-09,2016-10-11,140000," Corn",30," Silt Loam"," No-Till"," Roundup"," Headline AMP",NA,41.3096967778732,-90.1839429995437,"Soybean"," IL",2016
88.62,3.5,"43720",2016-06-01,2016-10-17,2e+05,NA,NA," Clay Loam",NA," 3 pt Extreme, 12 oz Destiny HC, 1 oz",NA,NA,41.0032856367545,-85.5132007598877,"Soybean"," IN",2016
93.38,5.91,"43721",2016-06-01,2016-10-17,250000,NA,NA," Clay Loam",NA," 3 pt Extreme, 12 oz Destiny HC, 1oz",NA,NA,41.003220862709,-85.5132865905762,"Soybean"," IN",2016
53.5,3.63,"43707",2016-06-08,2016-11-15,174000,NA,NA," Clay Loam",NA," 3 oz Valor, 24 oz Roundup PowerMAX,",NA,NA,39.9981639445858,-91.0461902618408,"Soybean"," IL",2016
66.54,2.07,"43677",2016-05-23,2016-10-17,140000,NA,NA," Sandy Clay Loam",NA," 33 oz. Liberty, 48 oz. Matador, 12 oz. 2,",NA,NA,40.824721594143,-88.5833644866943,"Soybean"," IL",2016
58.62,3.33,"43717",2016-05-20,2016-10-13,140000," Corn",30," Clay Loam"," Conv.-Till"," 3 pts Extreme, 29 oz Liberty"," 5  oz Priaxor",NA,40.9210361595214,-84.9091243743896,"Soybean"," IN",2016
59.92,2.75,"43718",2016-05-20,2016-10-13,140000," Corn",30," Clay Loam"," Conv.-Till"," 3 pt Extreme"," 5 oz Priaxor",NA,40.9211658689673,-84.9092102050781,"Soybean"," IN",2016
64.08,3.82,"43493",2016-05-21,2016-10-19,149500,NA,NA," Silt Loam",NA," 1.5pt Boundary, .75pt 2,4-D, 1.5pt",NA,NA,40.8432944645006,-88.949089050293,"Soybean"," IL",2016
70.85,2.15,"43808",2016-05-25,2016-10-31,140000," Corn",30," Silt Loam"," Field Cultivation"," Sonic, Select, Liberty"," Stratego",NA,39.1294277275066,-89.8726487159729,"Soybean"," IL",2016
75.2,3.11,"43506",2016-05-15,2016-11-02,137000," Corn",30," Clay Loam"," No-Till"," Optill Pro, Intensity, Liberty"," Priaxor",NA,42.067900590408,-93.0693054199219,"Soybean"," IA",2016
70.15,3.39,"43682",2016-05-27,2016-10-14,155000,NA,NA," Silty Clay Loam",NA," 28 oz Roundup PowerMAX, 28 oz",NA,NA,40.7444283148708,-88.5517358779907,"Soybean"," IL",2016
80.83,1.94,"43477",2016-05-06,2016-10-01,130000," Corn",30," Loam"," Chisel"," Authority MTZ, Liberty"," Priaxor",NA,42.6594010657553,-91.7274284362793,"Soybean"," IA",2016
74.58,2.11,"43478",2016-05-06,2016-10-01,130000,NA,NA," Loam",NA," 8 OZ Authority, 4 OZ Sencor, 44 oz",NA,NA,42.6592748267184,-91.7270851135254,"Soybean"," IA",2016
56.31,4.64,"43750",2016-05-27,2016-11-15,160000," Corn",15," Loamy Sand"," Field Cultivation / Conv.-Till"," Optill, Roundup Original Max"," Penncozeb",NA,40.9681039622803,-87.7137279510498,"Soybean"," IL",2016
64.3,3.8,"44281",2016-05-23,2016-10-24,160000," Corn",30," Silty Clay Loam"," Vertical-Till"," 64oz Liberty, 3pts Matador"," 4oz Priaxor",NA,40.5197716361402,-88.9017595291123,"Soybean"," IL",2016
73.15,4.93,"43654",2016-05-19,2016-10-10,130000,NA,NA," Clay Loam",NA," 3.2 oz Fierce, 3 oz Valor, 12 oz 2,4-D, 43",NA,NA,40.6676187336049,-91.5428066253662,"Soybean"," IA",2016
72,3.29,"43994",2016-05-07,2016-10-13,130000,NA,NA," Sandy Loam",NA,NA,NA,NA,41.1840802607712,-91.2341594696045,"Soybean"," IA",2016
68.17,2.92,"43811",2016-05-31,2016-10-14,172000,NA,NA," Clay Loam",NA," 1 oz. Sharpen, 3 pt. Extreme, 3 oz.",NA,NA,39.2468060213828,-85.4229211400397,"Soybean"," IN",2016
76.67,4.06,"43835",2016-05-14,2016-10-23,130000," Corn",30," Silty Clay Loam"," No-Till"," Liberty, Roundup, Envive"," Fortix",NA,40.8129809868297,-94.4422101974487,"Soybean"," IA",2016
67,8,"43298",2016-05-05,2016-10-01,148000,NA,NA," Sandy Loam",NA," 4.5oz Authority Maxx, 16 oz pre",NA,NA,41.6648492990972,-91.931426525116,"Soybean"," IA",2016
65.83,6.16,"43511",2016-05-26,2016-10-15,150000,NA,NA," Clay Loam",NA," 26 oz. Liberty, 1.5 qt/Ac Generic",NA,NA,40.6725663638956,-84.9350452423096,"Soybean"," IN",2016
72.31,4.27,"43538",2016-04-26,2016-10-04,145000," Corn",30," Silty Clay Loam"," No-Till"," Fierce, Generic Glyphosate, Liberty"," Fortix",NA,41.7488390571632,-92.4256610870361,"Soybean"," IA",2016
75.36,2.34,"43650",2016-05-24,2016-10-25,150000," Corn",30," Loam"," No-Till"," Authority Assist, Liberty"," Headline",NA,40.0089464031021,-88.2063102722168,"Soybean"," IL",2016
82.4,3.1,"43180",2016-04-26,2016-10-17,180000," Corn",7.5," Sandy Clay Loam"," Vertical-Till"," Extreme, Liberty"," Headline AMP",NA,41.0050834241618,-85.7672002646797,"Soybean"," IN",2016
82.09,4.87,"43311",2016-05-05,2016-10-01,150000," Corn",30," Silty Clay Loam",NA,NA,NA,NA,42.2630024426244,-94.1801905632019,"Soybean"," IA",2016
81.55,2.94,"43313",2016-05-05,2016-10-01,150000," Corn",30," Silty Clay Loam"," Field Cultivation"," Liberty"," Headline AMP",NA,42.2628277614653,-94.1831946372986,"Soybean"," IA",2016
66.11,3.06,"43616",2016-05-24,2016-10-17,167000," Corn",15," Clay Loam"," No-Till"," Liberty"," Headline AMP",NA,41.1015441897137,-85.7969983680795,"Soybean"," IN",2016
58,3,"43978",201-04-27,201-09-20,160000," Corn",15," Clay Loam"," Vertical-Till"," 4 oz Fierce, 32 oz Liberty",NA,NA,40.9732236414776,-91.3644504547119,"Soybean"," IA",201
83.92,3.78,"43328",2016-04-26,2016-10-14,135000," Corn",30," Silty Clay Loam"," Field Cultivation"," Roundup"," Tebuconizole, Azoxyprop Xtra",NA,41.1806796750426,-89.6774024683646,"Soybean"," IL",2016
84.33,0.58,"44080",2016-04-27,2016-10-14,135000," Corn",30," Silty Clay Loam",NA,NA,NA,NA,41.1805273846319,-89.6779632568359,"Soybean"," IL",2016
73.4,1.82,"43397",2016-05-06,2016-10-08,140000," Corn",30," Loam"," No-Till"," Authority, Roundup, Liberty, Fusilade DX"," Priaxor",NA,41.9573200044192,-92.9969501495361,"Soybean"," IA",2016
71.57,1.81,"43495",2016-05-24,2016-10-01,140000,NA,NA," Silty Clay Loam",NA," Authority XL, Alecto, Flexstar,",NA,NA,40.617112392436,-89.1737937927246,"Soybean"," IL",2016
63.86,3.02,"43358",2016-05-07,2016-10-14,135000,NA,NA," Silt Loam",NA," 2,4-D, Roundup, Authority Maxx,",NA,NA,40.5532980477923,-89.4799089431763,"Soybean"," IL",2016
68.46,2.07,"43560",2016-05-20,2016-11-02,140000," Corn",30," Loam"," No-Till"," Liberty"," Fortix, Headline",NA,40.7499879569934,-87.030086517334,"Soybean"," IN",2016
77,3.14,"43628",2016-05-31,2016-10-18,150000,NA,NA," Silty Clay Loam",NA," 32 oz Roundup WeatherMAX, 2.5 oz",NA,NA,39.4121919488782,-88.6334896087646,"Soybean"," IL",2016
69.2,5.77,"43439",2016-05-27,2016-10-12,174000," Corn",15," Clay Loam",NA,NA,NA,NA,40.0489712384232,-84.8375415802002,"Soybean"," IN",2016
70.75,3.72,"43678",2016-05-23,2016-10-19,168000,NA,NA," Silt Loam",NA," 38 oz Buccaneer, 16 oz Flexstar, 2 oz",NA,NA,41.2765808902166,-88.9342403411865,"Soybean"," IL",2016
71.23,5.9,"44447",2016-04-16,2016-10-24,145000," Corn",30," Silty Clay Loam"," Strip-Till"," Optill Pro, Fomosafen"," Viathon",NA,40.8809275262879,-89.2770481109619,"Soybean"," IL",2016
74.85,2.79,"44448",2016-05-16,2016-10-24,145000," Corn",30," Silty Clay Loam"," Strip-Till"," Optill Pro, Fomosafen"," Viathon",NA,40.8811384318637,-89.2773914337158,"Soybean"," IL",2016
76.11,3.72,"42311",2015-10-10,2015-06-24,1350000," Corn",7.5," Clay Loam"," Vertical-Till"," .6 oz. Harmony Extra SG, .4 oz. Finesse"," 11 oz. Caramba",NA,39.2678958456068,-85.830066204071,"Wheat"," IN",2015
93.2,11.77,"42175",2015-10-02,2015-06-30,1500000,NA,NA," Clay Loam",NA," .75 oz. Harmony Extra SG, 4 oz. MCPA",NA,NA,40.8534530732019,-85.0308605471757,"Wheat"," IN",2015
98.11,4.96,"42516",2015-10-15,NA,1400000,NA,NA,NA,NA,NA,NA,NA,38.016319930187,-87.1854829791275,"Wheat"," IN",2015
268,4.98,"71032",2017-04-24,2017-10-30,34000," Soybeans",30," Silty Clay Loam"," Strip-Till"," Halex® GT"," Stratego YLD",NA,40.6149187595085,-88.5392576221607,"Corn"," IL",2017
243.85,7.96,"68083",2017-04-14,2017-09-23,33500," Soybeans",30," Silt"," Chisel / Field Cultivation"," 3 Capreno®"," Stratego YLD",NA,38.0393994691245,-88.256691,"Corn"," IL",2017
252.1,50.9,"71437",2017-05-08,2017-11-01,34500," Soybeans",30," Silt Loam"," Strip-Till"," Roundup"," Headline",NA,42.761617757644,-92.3653650283813,"Corn"," IA",2017
276.4,9.34,"68749",2017-05-08,2017-10-30,34500," Soybeans",30," Silt Loam"," Field Cultivation"," Roundup"," Headline",NA,42.6149175102225,-91.9814872741699,"Corn"," IA",2017
249.08,13.79,"67984",2017-04-25,2017-09-27,32000,NA,NA," Clay",NA," 32 oz Roundup PowerMAX®, 2.5 oz",NA,NA,40.4694289350286,-89.5790004730225,"Corn"," IL",2017
183.54,14.03,"68504",2017-05-15,2017-10-01,32500,NA,NA," Clay Loam",NA," 3.5 qt Fultime, 4 oz Hornet, 0.5 qt",NA,NA,40.9734180518456,-91.534309387207,"Corn"," IA",2017
246.08,9.54,"68221",2017-05-07,2017-11-01,34000," Soybeans",30," Silty Clay"," Strip-Till / Vertical-Till"," Roundup"," Stratego YLD",NA,42.0204140326165,-92.5089168548584,"Corn"," IA",2017
262.54,8.18,"68038",2017-04-14,2017-09-25,34000," Soybeans",30," Loamy Sand"," Chisel / Field Cultivation"," 1/2 Rate Bicep II Magnum, Acuron®"," Trivapro",NA,38.7127059596248,-87.6166534423828,"Corn"," IL",2017
232.23,6.93,"68472",2017-05-14,2017-11-01,34500," Corn",30," Loam"," V-Rip / Field Cultivation"," Halex® GT, Atrazine"," Headline AMP",NA,43.2852970642763,-92.9665768146515,"Corn"," IA",2017
138.69,12.59,"68750",2017-05-12,2017-11-06,34500," Soybeans",30," Loam"," V-Rip"," Roundup"," Headline",NA,42.5901836629864,-92.3361396789551,"Corn"," IA",2017
233.85,10.83,"68649",2017-04-24,2017-10-31,34000," Corn",30," Sandy Clay Loam"," Field Cultivation"," Roundup"," Headline",NA,41.4016698431095,-87.7363430078964,"Corn"," IL",2017
258.54,6.89,"68298",2017-05-11,2017-11-01,35000," Soybeans",30," Silty Clay Loam"," Conv.-Till"," Roundup"," Headline",NA,43.3892698802806,-96.2760709197246,"Corn"," IA",2017
251.62,7.92,"67983",2017-04-23,2017-10-09,35500," Corn",30," Clay Loam"," Chisel"," Roundup"," Headline AMP",NA,41.2652915974098,-90.0314998626709,"Corn"," IL",2017
260.62,8.14,"68189",2017-05-06,2017-10-01,28500," Soybeans",38," Silty Clay"," No-Till"," Roundup"," Trivapro",NA,41.8192397630953,-95.2078628540039,"Corn"," IA",2017
236.77,17.35,"68164",2017-05-05,2017-11-06,33000," Soybeans",30," Silty Clay Loam"," No-Till"," 1.25qt Acuron®, 32oz. Buccaneer"," Trivapro",NA,41.518410605719,-95.1225471496582,"Corn"," IA",2017
172.11,15.75,"68348",201-05-17,201-10-18,30000,NA,NA," Clay Loam",NA," 2.5 quartz Cinch Atz, 1 pint Armezon®",NA,NA,38.0906019847176,-88.1805610656738,"Corn"," IL",201
178.54,17.43,"57935",2017-04-16,2017-09-26,32500," Soybeans",30," Silt Loam"," Field Cultivation"," 2.5 qts Lexar"," Headline AMP",NA,41.0057146175028,-94.2621374130249,"Corn"," IA",2017
261.54,2.7,"71467",2017-05-16,2017-11-10,35000," Corn",30," Clay Loam"," Chisel"," Halex® GT"," Headline",NA,42.4563309199297,-91.918830871582,"Corn"," IA",2017
244.69,10.08,"68676",2017-05-16,2017-10-13,35000," Soybeans",30," Sandy Loam"," In-Line Rip / Vertical-Till"," Halex® GT"," Trivapro",NA,40.8348649782869,-85.0616995048482,"Corn"," IN",2017
205.08,12.4,"71611",2017-05-29,2017-11-29,29628," Soybeans",30," Sandy Clay Loam"," Vertical-Till"," Roundup"," Trivapro",NA,38.7641164505746,-86.093330681714,"Corn"," IN",2017
237.08,10.86,"71610",2017-05-29,2017-11-28,29628," Soybeans",30," Sandy Clay Loam"," Vertical-Till"," Roundup"," Trivapro",NA,38.7700265007594,-86.0895407203755,"Corn"," IN",2017
220.5,10.17,"57936",2017-04-13,2017-09-26,32500," Corn",30," Silt Loam"," Field Cultivation"," Balance Flexx, Harness Xtra, Callisto"," Stratego YLD",NA,41.4183046765822,-94.1460728645325,"Corn"," IA",2017
204.46,12.71,"68606",2017-05-15,2017-10-13,30500," Soybeans",30," Silty Clay Loam"," Conv.-Till"," 1.25 lb Aatrex, 20 oz Armezon® Pro"," 13 oz Trivapro",NA,38.0210073640593,-88.8553726673126,"Corn"," IL",2017
207,6.18,"68361",2017-05-15,2017-10-26,35000,NA,NA," Silt Loam",NA," 24oz Harness, 56oz Halex® GT, .25lb",NA,NA,42.954669447328,-95.0254562142039,"Corn"," IA",2017
217.54,3.93,"71396",2017-05-12,2017-11-06,36000," Soybeans",30," Sandy Clay Loam"," Strip-Till"," Warrant, Callisto"," Stratego YLD",NA,43.0275844908744,-95.1526737213135,"Corn"," IA",2017
246.46,6.37,"68816",2017-04-30,2017-11-13,32000," Corn",30," Sandy Clay Loam"," Field Cultivation"," Flexstar®"," Headline",NA,41.1308402517327,-87.7519230651843,"Corn"," IL",2017
264.23,15.64,"68069",2017-04-24,2017-10-13,34000," Soybeans",30," Sandy Clay Loam"," Field Cultivation / Disk-Rip"," 2 qt Acuron®"," 3 oz Fortix",NA,41.2072047965332,-85.469191021565,"Corn"," IN",2017
236.15,11.94,"70448",2017-05-04,2017-09-21,32000," Soybeans",30," Clay"," No-Till"," Armezon, Atrazine"," Trivapro",NA,38.6772684762468,-85.9368181228638,"Corn"," IN",2017
240.62,11.83,"68356",2017-05-08,2017-10-01,35000," Corn",20," Silt Loam"," Disk-Rip"," Roundup"," Headline AMP",NA,42.0704492002575,-93.4633541107178,"Corn"," IA",2017
285.69,6.3,"67975",2017-04-22,2017-09-27,36000," Soybeans",30," Silt Loam"," Chisel"," Roundup"," Headline AMP",NA,41.2354139397926,-90.3990268707275,"Corn"," IL",2017
268.69,5.69,"67981",2017-04-24,2017-10-26,36000," Corn",30," Silt Loam"," Chisel"," Roundup"," Headline AMP",NA,41.1934460102966,-90.3603172302246,"Corn"," IL",2017
240.62,24.2,"68631",2017-04-22,2017-11-11,34000," Soybeans",30," Silt Loam"," No-Till"," Roundup"," Headline SBR",NA,41.2489025224032,-88.4433746337891,"Corn"," IL",2017
256.92,11.61,"67955",2017-04-22,2017-10-09,35000," Soybeans",30," Silt Loam"," Field Cultivation"," Roundup"," Headline",NA,40.4981858636674,-89.2010803193594,"Corn"," IL",2017
270.62,6.3,"67978",2017-04-25,2017-10-20,36000," Soybeans",20," Silt Loam"," Strip-Till"," Impact"," Trivapro",NA,41.1995814645964,-90.7122230529785,"Corn"," IL",2017
245.08,10.71,"71284",2017-05-25,2017-11-04,30000," Soybeans",30," Clay Loam"," Field Cultivation / Conv.-Till"," Halex® GT"," Headline AMP",NA,40.2757538987284,-87.073296328184,"Corn"," IN",2017
244.38,11.92,"68481",2017-04-17,2017-09-26,34000," Soybeans",30," Silty Clay Loam"," Conv.-Till"," Armezon, Atrazine"," Stratego YLD",NA,42.4874633435973,-94.3587183952332,"Corn"," IA",2017
236.23,7.37,"71031",2017-04-24,2017-10-01,35400," Soybeans",30," Silt Loam"," V-Rip / Vertical-Till"," SureStart, Durango"," Headline",NA,40.3707434131684,-89.1655111312866,"Corn"," IL",2017
276.83,7.39,"68220",2017-05-05,2017-11-06,33500," Soybeans",30," Loam"," No-Till"," None"," Trivapro",NA,42.1508052951781,-92.5165557861328,"Corn"," IA",2017
268.85,6.97,"67982",2017-04-24,2017-10-17,36000," Soybeans",30," Silt Loam"," No-Till"," Roundup"," Headline AMP",NA,41.3099212832591,-90.1838493347168,"Corn"," IL",2017
264.08,9.16,"68030",2017-04-18,2017-09-27,36000," Soybeans",30," Loam"," Chisel / Field Cultivation"," Full Rate Roundup"," Orius",NA,40.284894830476,-87.5772571563721,"Corn"," IL",2017
233.92,17.47,"57868",2017-04-18,2017-10-03,33000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," Verdict, Armezon"," Headline AMP",NA,39.8943615802541,-88.6648178100586,"Corn"," IL",2017
303.38,7.68,"67976",2017-04-18,2017-09-28,35000," Soybeans",30," Silt Loam"," No-Till"," Roundup"," Headline AMP",NA,41.2908993554054,-90.5906438827515,"Corn"," IL",2017
212.54,25.3,"68768",2017-05-06,2017-10-17,35000," Soybeans",30," Clay Loam"," Field Cultivation"," Armezon, Roundup, Cadet"," Quilt",NA,42.6450513040036,-94.4619662894198,"Corn"," IA",2017
271.08,8.68,"57940",2017-04-21,2017-09-22,35500," Corn",30," Silt Loam"," Conv.-Till"," Acuron®"," Headline AMP",NA,40.914665743544,-90.6751659390999,"Corn"," IL",2017
265.23,15.87,"68202",2017-05-06,2017-10-17,35000," Corn",30," Loam"," Chisel / Field Cultivation"," Roundup, Impact, Harness Xtra"," Headline",NA,42.3395138400228,-92.7095031738281,"Corn"," IA",2017
258.31,6.51,"68155",2017-04-26,2017-10-13,36000," Corn",30," Silty Clay Loam"," Chisel"," 32 oz Roundup WeatherMAX"," 6 oz Headline AMP",NA,40.0485812625313,-89.4369494996626,"Corn"," IL",2017
246.85,9.75,"57879",2017-04-26,2017-10-19,34000," Soybeans",30," Silt Loam"," Conv.-Till"," Roundup, Acuron®"," 13.7 oz Trivapro",NA,40.8713928296894,-88.7780616735719,"Corn"," IL",2017
234.69,6.2,"68310",2017-05-06,2017-11-06,35000," Corn",30," Silty Clay Loam"," Conv.-Till"," Roundup"," Headline AMP",NA,43.0119137251986,-96.4499516818513,"Corn"," IA",2017
241.08,6.84,"68357",2017-05-16,2017-10-27,35000," Corn",30," Sandy Clay"," Vertical-Till"," Cadet, Roundup"," Headline AMP",NA,42.2449124332671,-93.0967712402344,"Corn"," IA",2017
254,NA,"71632",2017-04-27,2017-10-01,34000," Milo",30," Silty Clay Loam"," No-Till"," SureStart, Atrazine, Generic Glyphosate",NA,NA,39.7304422319405,-85.4421973228455,"Corn"," IN",2017
222.92,18.14,"68527",2017-05-15,2017-11-15,36000," Corn",30," Loam"," Strip-Till"," Halex® GT"," Headline AMP",NA,42.7451842633355,-93.3610439300537,"Corn"," IA",2017
210.58,10.3,"57867",2017-04-18,2017-09-21,35000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," Harness Xtra"," Quilt Xcel",NA,39.8551356570265,-88.4058880805969,"Corn"," IL",2017
236.77,12.2,"68383",2017-04-26,2017-10-19,35000," Soybeans",30," Silt Loam"," Chisel / Field Cultivation"," Roundup"," Stratego",NA,41.2964348749755,-88.759412968355,"Corn"," IL",2017
223.75,6.93,"68146",2017-04-23,NA,34000,NA,NA,NA,NA,NA,NA,NA,41.3464664925416,-95.7485961914063,"Corn"," IA",2017
263.69,6.1,"68098",2017-04-12,2017-10-04,35000," Soybeans",30," Silty Clay Loam"," Field Cultivation / Vertical-Till"," Halex® GT"," Trivapro",NA,38.0018441393921,-87.9167175292969,"Corn"," IN",2017
249.75,10.01,"68529",2017-05-05,2017-10-13,35000,NA,NA," Loam",NA," 1qt Dual, 3 oz Callisto, Atrazine,",NA,NA,42.9360821161487,-92.8114700317383,"Corn"," IA",2017
266.62,7.54,"68121",2017-04-24,2017-11-03,35000,NA,NA," Silt Loam",NA," Verdict, Roundup PowerMAX®,",NA,NA,40.5390145960418,-89.5716619491577,"Corn"," IL",2017
239.69,12.45,"68454",2017-04-24,2017-10-23,34000," Soybeans",30," Clay Loam"," Field Cultivation"," Atrazine, Armezon, Cadet"," Quilt",NA,42.6841704979955,-94.5983901163682,"Corn"," IA",2017
283.08,14.36,"57921",2017-04-24,2017-10-09,36000," Soybeans",30," Silt Loam"," Vertical-Till"," Full Acuron®"," Full Stratego",NA,41.9728281741585,-89.9098777770996,"Corn"," IL",2017
139.08,10.57,"68386",2017-05-13,2017-11-20,32000,NA,NA," Clay Loam",NA," Outlook, Atrazine, Generic Glyphosate,",NA,NA,40.784237774596,-92.3757934570313,"Corn"," IA",2017
245,7.98,"68493",2017-04-22,2017-10-01,34000," Corn",30," Loam"," V-Rip / Field Cultivation"," Corvus®"," Headline",NA,43.2753462563671,-92.8005802631378,"Corn"," IA",2017
222.38,7.71,"68599",2017-04-24,2017-10-29,30000,NA,NA," Silty Clay Loam",NA," 3 qts Lexar, 32 oz Roundup",NA,NA,38.7469544282593,-89.6551752090454,"Corn"," IL",2017
262.38,10.21,"67990",2017-04-24,2017-10-16,34000," Soybeans",30," Clay Loam"," Field Cultivation"," Roundup"," Quilt Xcel",NA,42.7056504119513,-93.7659072875977,"Corn"," IA",2017
258.25,10.79,"57874",2017-04-24,2017-10-10,34000,NA,NA," Silty Clay Loam",NA," 4oz Balance Flexx, 3oz Capreno®, 1qt",NA,NA,40.5198090347883,-88.9021519769199,"Corn"," IL",2017
262.78,11.83,"68078",2017-04-26,2017-11-03,35500," Soybeans",30," Clay Loam"," Field Cultivation"," Halex® GT"," Headline AMP",NA,40.8894929967056,-89.357578754425,"Corn"," IL",2017
251.92,6.44,"68049",201-04-21,201-09-28,31900,NA,NA," Clay Loam",NA," 1pt. Princep, 1qt. Roundup, 1pt 2,4-D,",NA,NA,40.6678628687092,-91.5423130989075,"Corn"," IA",201
215.46,7.92,"57934",2017-04-20,2017-09-19,36000," Corn",30," Sandy Clay Loam"," Field Cultivation / Vertical-Till"," 1qt Dual, .75lb Atrazine, 32oz Roundup"," 10.5 oz Quilt Xcel",NA,41.184597026698,-91.2344169616699,"Corn"," IA",2017
263.17,7.65,"71425",2017-04-25,2017-11-01,36000,NA,NA," Clay Loam",NA," 32 oz Dual, 3.2 oz Callisto, 32 oz",NA,NA,41.189699871253,-91.2846279144287,"Corn"," IA",2017
236.54,5.38,"68826",2017-05-17,2017-10-31,33000,NA,NA," Clay Loam",NA," 1qt Atrazine, 3.6 pt Halex® GT, 22 oz",NA,NA,39.2456732089062,-85.4230999946594,"Corn"," IN",2017
254.38,7.87,"68167",2017-05-06,2017-10-01,35000," Soybeans",30," Sandy Loam"," Field Cultivation"," Acetachlor, Capreno®"," 6 Headline AMP",NA,42.2933102335211,-93.2902336120605,"Corn"," IA",2017
202.17,11.07,"71439",2017-04-21,2017-10-01,30000," Soybeans",30," Silty Clay Loam"," No-Till"," Roundup PowerMAX®"," Headline AMP",NA,39.983055776999,-85.119731426239,"Corn"," IN",2017
282.85,13.96,"68425",2017-04-24,2017-10-19,36000," Soybeans",30," Sandy Loam"," Conv.-Till"," Roundup PowerMAX®"," Trivapro",NA,41.1965461011903,-86.1157321929932,"Corn"," IN",2017
253.54,23.51,"57927",2017-04-12,2017-09-26,34000," Corn",30," Silty Clay Loam"," Strip-Till"," Verdict, Armezon, Aatrex"," Headline AMP",NA,42.0649695625842,-91.5022087097168,"Corn"," IA",2017
193.38,13.99,"71631",2017-06-13,2017-11-30,32000," Soybeans",30," Clay Loam"," No-Till"," Roundup, Fultime"," Trivapro",NA,38.2230724043517,-86.0093957434491,"Corn"," IN",2017
191.36,11.44,"57905",2017-04-10,2017-08-28,31800,NA,NA," Sandy Loam",NA," 4 pt Atrazine, 2 qts Generic Glyphosate,",NA,NA,37.4482604557232,-89.3906762855215,"Corn"," IL",2017
244.62,26.39,"68373",2017-05-18,2017-10-17,31500," Soybeans",30," Clay Loam"," Field Cultivation"," 2 oz Zidua®"," 10 oz Headline AMP",NA,39.4336615320293,-86.0507293838364,"Corn"," IN",2017
243.4,10.39,"68233",2017-05-10,2017-10-20,36000," Soybeans",30," Silt Loam"," Field Cultivation"," Brawl II ATZ, Impact, Aatrex 4L"," Headline AMP",NA,40.8123800976449,-88.9130401611328,"Corn"," IL",2017
